epoch,train_loss,train_acc,val_loss,val_acc
1,0.7041142570177714,0.7756666666666666,0.5210811761379242,0.827
2,0.5192400120205349,0.8242444444444444,0.5048590328216552,0.832
3,0.4808034426821603,0.8354222222222222,0.4712001925468445,0.8432
