epoch,train_loss,train_acc,val_loss,val_acc
1,2.301527584584554,0.10628888888888889,2.5446475910186765,0.1138
2,2.2989246944851347,0.11562222222222222,2.467372708129883,0.1232
3,2.2975137911902532,0.11784444444444445,2.4068735000610353,0.1154
